Average Cost for two,Longitude,Latitude
1100,78.40749498,17.42622756
1800,78.36885475,17.45970973
500,78.393391,17.440827
1100,78.38588309,17.45197577
1400,78.37934721,17.45085056
1300,75.8660587,22.6952067
850,75.88199135,22.65184685
250,75.86669887,22.75185706
1950,75.90336453,22.75365871
700,75.8841666,22.7270206
1000,75.884212,22.7281631
1200,75.8869592,22.722634
800,75.8984969,22.7257475
850,75.8876482,22.7258351
2000,75.90284687,22.75003967
1500,75.88949014,22.75123407
650,75.8934001,22.7480596
700,75.89247074,22.74504922
650,75.88636234,22.76159306
500,75.892574,22.7600723
1500,75.8943769,22.744648
400,75.8875215,22.7612256
1100,75.8974292,22.7538385
500,75.8931063,22.745536
800,75.8747647,22.7322253
750,75.81075322,26.90518991
1650,75.8057035,26.9141424
1400,75.8031391,26.91348344
750,75.7942573,26.9023283
1300,75.7945919,26.9052866
1000,75.797282,26.9119271
1600,75.837333,26.766536
1500,75.78301314,26.91026177
1000,75.7890337,26.91137752
1800,75.7936039,26.9214108
2300,75.7930067,26.9029402
2500,75.7929342,26.9029076
2000,75.8023,26.84615556
650,75.80068856,26.8884204
700,75.80208298,26.89119117
800,75.80051154,26.84959558
1500,75.80689587,26.8923125
1000,75.75289118,26.91398711
1200,75.7528205,26.9137256
800,75.776649,26.9564308
550,80.32070833,26.48367222
800,80.31356357,26.47161686
400,80.31634444,26.46900278
1000,80.31345762,26.47152862
1500,80.31504167,26.47910833
600,0,0
0,80.35400223,26.47200132
500,0,0
500,80.352677,26.473698
1000,80.351569,26.47775
0,80.34279578,26.47498638
1500,80.32779722,26.49210556
1000,80.299775,26.48154722
1500,80.372929,26.463504
350,80.32093889,26.48241944
850,80.31562778,26.48258056
350,80.31783333,26.48304167
3000,80.3481,26.47413333
1500,80.31865556,26.49095
1400,80.35,26.47
1000,76.28500095,9.979362921
350,76.31001944,10.02804722
600,76.31063056,10.02068333
600,76.24298056,9.966783333
1000,76.28544722,9.970716667
1500,76.28326792,9.982833886
800,76.28112778,9.985697222
400,76.27699893,9.985496938
1000,76.34951615,10.00070594
550,76.33695804,10.03557278
400,76.34539722,10.00688056
700,76.29521111,9.988483333
800,76.29313611,9.991702778
650,76.30805278,10.02701389
900,76.30825833,10.02736389
650,76.30758885,10.00306395
400,76.29610556,9.959777778
1000,76.29678333,9.957144444
700,76.29393613,9.960845813
600,76.31736111,9.979186111
1400,88.39329377,22.51468755
1200,88.3933102,22.51458534
1200,88.3644527,22.5264613
1000,88.364878,22.538731
1000,88.36862817,22.52789315
1200,88.3662166,22.5336623
1400,88.3506798,22.5471855
1800,88.34984265,22.53795995
800,88.36783022,22.51508182
800,88.3223365,22.5389989
1500,88.400581,22.5778208
1600,88.35412715,22.55108374
1050,88.3532734,22.5532273
900,88.35231029,22.55299638
1000,88.352885,22.5526719
1900,88.36550709,22.53912894
1600,88.43345214,22.56935843
1500,88.43318693,22.56936679
1600,88.4004673,22.5490998
1000,88.36250436,22.51411859
300,80.92743056,26.84850556
200,0,0
800,81.0011849,26.8528099
650,0,0
450,80.99,26.86
1000,80.9945959,26.8551778
1100,81.0232496,26.8517588
450,81.01515904,26.86744546
1200,80.99885715,26.85338395
400,81.00087417,26.85585347
1000,81.01126765,26.85123157
1300,0,0
1000,81.00043965,26.8536376
1000,0,0
400,80.93688889,26.85263889
400,80.9415,26.852
1100,80.94088611,26.85019167
2000,80.973027,26.852692
1600,80.973185,26.853007
1000,80.945099,26.855957
700,80.947029,26.834638
800,75.84273856,30.87398772
1500,0,0
1400,75.80489259,30.88722034
400,75.83981965,30.91405691
1400,75.83284054,30.90556176
800,75.82210299,30.89520443
1300,0,0
1500,75.83133817,30.89999169
2000,75.78697577,30.88581363
700,75.82219854,30.89285962
1200,75.8214948,30.89308145
1100,75.82181666,30.893244
800,75.82172044,30.89323422
1200,75.82184684,30.89297787
1000,75.80934606,30.89958432
1400,75.813112,30.895817
800,75.8212021,30.89338354
800,75.82961485,30.89018388
1600,75.82680825,30.90287228
1500,75.78825854,30.88591491
600,0,0
200,74.85362222,12.87369722
900,74.85274444,12.87367778
700,74.85158611,12.87353056
600,74.85343056,12.87343056
1000,74.85209855,12.87334761
800,74.84665556,12.87073611
700,74.84863333,12.87378611
500,0,0
1500,74.85006667,12.87582222
500,74.84500254,12.87221736
750,0,0
600,0,0
1000,74.85946446,12.89897943
1600,0,0
800,0,0
1000,0,0
700,0,0
700,0,0
500,74.84048333,12.87505833
550,76.7187888,30.6955506
800,72.829976,19.12663
1000,72.86238123,19.22131488
850,72.8413473,19.2238399
1000,72.848923,19.254567
1500,72.83258457,18.92758399
1000,72.83398401,19.05583064
1100,72.82780755,19.09145752
1000,72.83265799,19.06583751
700,72.82520279,18.99404899
1500,72.82764997,19.0035172
1500,72.82555282,18.99423667
1000,72.97228105,19.20722241
800,72.834715,19.178321
500,72.83619149,19.18129965
1500,72.83672087,19.17626869
1500,72.90738534,19.12008268
1000,72.90849264,19.12199866
1200,72.825451,19.1093
1000,72.8130738,19.1311405
1000,72.846749,19.103249
290,76.65487778,12.31107222
900,76.64362222,12.30456944
800,76.64262,12.299524
300,76.66580833,12.3085
500,76.62796111,12.32397778
400,76.62616667,12.32399444
650,76.63227778,12.32546111
1700,76.665169,12.297954
500,76.63058333,12.32319444
1600,76.62109444,12.32121389
700,76.63002778,12.323225
700,76.62586111,12.28474722
1000,76.65926389,12.31097222
1500,0,0
650,76.60665,12.35205833
700,76.60306667,12.31696667
650,76.61910278,12.32635556
550,76.61788889,12.33792778
1000,76.61820278,12.33402222
1200,76.61679167,12.33797778
500,79.06428449,21.12420256
250,79.06046167,21.12949694
250,0,0
500,79.05922417,21.12499944
550,79.04722832,21.11882292
400,79.0679011,21.1481626
550,79.07658678,21.15841584
600,79.07730427,21.15619053
1100,79.08047698,21.13851031
350,79.0651371,21.13685791
250,79.06652045,21.14083972
750,79.05853249,21.13784829
1200,79.08184659,21.15848119
600,79.03866302,21.1232834
1000,79.07851763,21.13672376
1300,79.079819,21.159225
1600,79.080247,21.143272
550,79.08040556,21.14353333
1000,79.08009443,21.14014612
1000,79.06482127,21.08922374
400,0,0
1000,73.74210622,20.01361026
600,73.74589243,20.01207513
800,73.770914,20.006756
400,73.770914,20.006756
1500,73.760948,19.990707
150,0,0
600,73.75582778,20.01271111
700,73.76653333,20.00551389
600,73.756229,20.008442
800,0,0
400,73.75463597,20.00669049
500,73.76504313,20.0037341
500,0,0
1100,73.77734005,19.97720852
800,0,0
1000,0,0
400,73.74630857,19.98975665
100,73.72076757,20.02091783
900,73.776176,19.991295
500,0,0
350,77.19692286,28.53538174
1500,77.19747473,28.53549308
500,77.1980333,28.5375472
500,77.1969242,28.5355234
400,77.1981225,28.5381335
400,77.19815936,28.53744768
450,77.19795015,28.53747419
300,77.19804244,28.53839431
1500,77.1988082,28.5386662
500,77.19696745,28.53576259
1600,77.19679244,28.53565508
1200,77.199152,28.538438
1500,77.19815668,28.53789627
600,77.3006287,28.6557549
800,77.3011977,28.6560516
700,77.3016337,28.6564531
1000,77.3016026,28.6562624
550,77.087897,28.554463
900,77.120642,28.55169
600,77.087897,28.554463
800,77.087897,28.554463
1000,77.1346226,28.6901424
200,77.1345554,28.6900143
1500,77.13477239,28.68990208
400,77.1177269,28.7003322
900,77.1176394,28.7006401
1000,77.1172629,28.7006935
300,77.1175742,28.7004868
500,77.1176368,28.7004261
400,77.2542078,28.52497428
200,77.2542551,28.5253209
450,77.25014627,28.52813297
400,0,0
400,77.2540557,28.5255719
150,77.25411225,28.52569245
350,77.24689879,28.52810941
600,77.2545694,28.5256646
300,77.2532459,28.52560319
800,77.249793,28.525675
600,77.253851,28.5253274
400,77.24780235,28.52774267
450,77.2540306,28.5257928
200,77.25402072,28.52553898
150,77.25401971,28.52572397
500,77.25118,28.52757
250,77.2542022,28.533376
500,77.2540755,28.5258419
450,77.252479,28.523785
600,77.25034475,28.53141028
800,77.25312788,28.53267894
250,77.2468466,28.5278902
650,77.25,28.53
300,77.253694,28.52542
400,77.25,28.52
350,77.25012012,28.5299095
500,77.25394236,28.5335614
500,77.2546954,28.525267
400,0,0
600,77.2550814,28.5254928
400,77.248174,28.526931
800,77.2543449,28.5255985
600,77.1549849,28.541562
800,77.1549896,28.5414797
500,77.1551985,28.5417053
700,77.155068,28.5411683
800,77.15575699,28.54155381
2200,77.15530144,28.5414127
2200,77.154938,28.5414475
500,77.1552225,28.5410525
600,77.155099,28.5411702
700,77.1553877,28.5409809
700,77.15541266,28.54089671
1500,77.1550949,28.5411409
450,77.2187517,28.5555634
1400,77.2194983,28.5556355
200,77.3169197,28.6603476
400,77.3063202,28.6594964
150,77.3168615,28.6603647
500,77.3065547,28.6596493
200,77.3065301,28.6595397
400,77.3068973,28.6594042
650,77.316909,28.6602285
500,77.3066672,28.6596084
250,77.305701,28.6601278
400,77.3064966,28.6596561
600,77.3103233,28.6578549
200,77.3068127,28.6594592
250,77.306795,28.65948
600,77.3061657,28.6598026
400,77.3064705,28.6596774
200,77.3064258,28.6595258
650,77.3169899,28.6604475
500,77.3065439,28.6596325
350,77.306742,28.6595377
650,77.3066776,28.6595993
400,77.3057084,28.6601355
250,77.3065483,28.6594782
300,77.3171967,28.6602308
250,77.317158,28.6598763
300,77.3160226,28.6632543
350,77.3128538,28.660001
1000,77.3049468,28.6600636
500,77.3066854,28.6595807
350,77.3064428,28.6595978
500,77.3068152,28.6594371
100,77.3068421,28.6594206
300,77.3181158,28.6640178
100,77.3171146,28.6603594
150,77.3180203,28.6636866
500,77.3061815,28.6597573
300,77.3065417,28.6579247
500,77.3056481,28.6600976
400,77.3065199,28.659426
500,77.3170268,28.6622024
200,77.3062409,28.6595326
600,77.3066115,28.6595859
250,77.3147803,28.6519961
1500,77.12181085,28.55480667
500,77.2243586,28.5625545
800,77.2242626,28.5625495
1600,77.2245776,28.5624498
2500,77.2245397,28.562518
1500,77.2239998,28.5625562
1800,77.224443,28.563155
1500,77.22493695,28.56257437
1400,77.2243747,28.5622825
500,77.10154384,28.66894461
350,77.238382,28.640954
500,77.23196391,28.64244153
250,77.231881,28.642415
350,77.1729156,28.6933274
200,77.1731452,28.6927118
500,77.1725562,28.692666
600,77.1664456,28.6849156
200,77.1763302,28.6976846
200,77.1714778,28.6931895
400,77.1727344,28.6938333
200,77.1664456,28.6848261
1000,77.1721967,28.6942435
450,77.1730055,28.6874254
150,77.1729156,28.6873272
300,77.1716576,28.6929381
500,77.1767631,28.6812819
700,77.1731558,28.6931964
650,77.1736345,28.6873066
300,77.1855851,28.6738532
700,77.1731852,28.6933532
350,77.1728257,28.6925128
400,77.1734098,28.6930613
300,77.1724219,28.6940223
500,77.1731402,28.6870353
700,77.1736822,28.6872769
500,77.1808229,28.6720536
100,77.1685277,28.687879
400,77.1730688,28.6872543
300,77.1728262,28.687261
550,77.1808229,28.6720536
400,77.1722866,28.6942521
300,77.18563,28.6738127
150,77.18,28.67
250,77.172323,28.694039
400,77.1809128,28.6703604
200,77.1724663,28.6802986
650,0,0
100,77.1732301,28.6873126
100,77.1723764,28.6939921
300,77.1787198,28.6945328
1000,77.1780375,28.6929229
600,77.1779476,28.693362
1200,77.1715677,28.6951682
350,77.1795361,28.6960643
550,77.1782172,28.693567
1300,77.1795201,28.6965128
250,77.1780375,28.6929229
1300,77.1794454,28.6961234
1800,77.1702198,28.6963822
200,77.1799506,28.6965655
200,77.1855035,28.680204
1200,77.1793165,28.6950531
500,77.1794162,28.6961906
300,77.177678,28.6923511
500,77.1781273,28.6919464
300,77.1778577,28.691831
700,77.1778168,28.6924171
500,77.1835542,28.6872232
600,77.1780375,28.6924751
500,77.1674237,28.6849542
750,77.1780492,28.6924851
400,77.1778832,28.6921495
600,77.1780375,28.6924751
350,77.17785772,28.69218909
550,77.2319679,28.6295216
400,77.231938,28.6297833
450,77.22546157,28.62981784
600,77.2322198,28.6291908
600,77.22947,28.637044
200,77.2321395,28.6296552
600,77.2321162,28.6297135
550,77.23034,28.636706
400,77.2319464,28.6296407
800,77.22564027,28.62586289
300,77.2320661,28.6291468
200,77.2297102,28.6302526
100,77.22556986,28.62948089
200,77.229817,28.6305852
350,77.2243937,28.6337562
750,77.232182,28.6291992
450,77.16410805,28.55860308
400,77.16399444,28.55882222
700,77.16454592,28.55759742
1200,77.16416739,28.55803178
1000,77.16408022,28.55750937
800,77.16383245,28.55735771
300,77.16335401,28.55749052
1700,77.16345278,28.55915278
450,77.16421165,28.55731442
1300,77.16395449,28.55894144
600,77.16427334,28.55739275
1000,77.16388777,28.55720016
500,77.16365643,28.5574864
1300,77.16364905,28.55722872
1800,77.16416772,28.55756561
1000,77.1799244,28.6963277
1500,77.1800463,28.6962508
1100,77.1799244,28.6963277
1500,77.1271685,28.5488265
300,77.1884602,28.5677783
2000,77.1870054,28.5692067
200,77.1882805,28.5682092
1100,77.18884371,28.56747782
250,77.1883704,28.5680386
250,77.1872056,28.5682072
150,77.1884696,28.567558
700,77.18894932,28.56902165
400,77.18844105,28.56823664
1500,77.115196,28.543091
850,77.1918744,28.5841464
600,77.191515,28.5850979
700,77.1916048,28.5842999
700,77.1915599,28.5842508
450,77.1912454,28.5851618
450,77.1909759,28.5834333
800,77.1914283,28.5843608
450,77.1863937,28.6043227
800,77.1916048,28.5843895
800,77.1915599,28.5842508
700,77.1917436,28.5842927
900,77.191558,28.5843202
600,77.1683666,28.5952992
200,77.1867082,28.6024263
1650,77.1860137,28.6021467
500,77.1969056,28.5998612
900,77.1916947,28.5843085
700,77.1917845,28.5841379
700,77.1917845,28.5841379
700,77.1933486,28.5867665
600,77.1908861,28.5830663
300,77.1863937,28.5795901
800,77.1916048,28.5842999
400,77.1971751,28.5985428
450,77.1735895,28.5974082
600,77.1876516,28.6055182
350,77.1980469,28.5986962
300,77.1908861,28.5830663
650,77.1917845,28.5841379
3000,77.1974446,28.5957906
1600,77.1871125,28.6016137
500,77.178936,28.5928569
200,77.2820446,28.6555014
150,77.2822063,28.655449
700,77.2777758,28.6519888
200,77.2816637,28.656024
300,77.2821725,28.6548389
500,77.2779746,28.6536873
400,77.2822247,28.6512423
300,77.224214,28.6564057
150,77.2278068,28.6545089
300,77.2094826,28.663599
150,77.2304115,28.6560115
100,77.2335101,28.6494534
300,77.22398333,28.65688889
550,77.2244176,28.6566711
200,77.2243841,28.6568732
400,77.2243823,28.656851
350,77.2280206,28.6606804
250,77.2231981,28.6578654
300,77.2271781,28.6563302
450,77.2234955,28.658756
100,77.2234057,28.6581203
500,77.23421395,28.65606667
500,77.22333167,28.65664
300,77.2305013,28.6561992
100,77.23,28.66
50,77.2268188,28.6565647
150,77.2307138,28.6560495
150,77.2305013,28.6561097
100,77.2155012,28.6625615
150,77.2324772,28.6562981
100,77.233555,28.6491441
100,77.2306151,28.6559026
100,77.2320281,28.656524
100,77.2269535,28.6476635
400,77.222732,28.6577424
400,77.2316689,28.6573856
300,77.223481,28.657748
250,77.2320281,28.6567032
100,77.2306809,28.6561268
450,77.2328586,28.6562478
550,77.2233607,28.6566379
200,77.2254715,28.6551819
100,77.2234007,28.6567084
100,77.2323664,28.6563295
150,77.2309504,28.6561525
150,77.2230342,28.6572505
600,77.2316689,28.6563106
300,77.2307707,28.6562249
100,77.229983,28.6556971
400,77.2314893,28.6562039
150,77.2215109,28.6551982
100,77.2305013,28.6561992
100,77.233555,28.6561321
150,77.2304115,28.6561011
150,77.2304674,28.6560207
100,77.2243039,28.6568622
100,77.2320562,28.6566115
200,77.2266392,28.6566371
100,77.2315132,28.6562432
300,0,0
100,77.2319961,28.6574304
300,77.2319612,28.6572972
200,77.2352925,28.6570185
300,77.2234506,28.657811
200,77.233113,28.6526767
200,77.2233158,28.6565888
100,77.225538,28.65045
400,77.2316689,28.6573856
50,77.2338244,28.6531118
100,0,0
200,77.2235803,28.6566622
150,77.2233575,28.6579744
50,77.2298726,28.6556914
3000,77.2322078,28.653316
100,77.2310851,28.650566
200,77.2270433,28.6477617
100,77.2293337,28.6501751
300,77.2268188,28.6476059
300,77.2270883,28.649513
100,77.2293345,28.6501776
200,77.2273577,28.6494491
150,77.2302935,28.6504067
100,77.2261003,28.6498667
100,77.2268745,28.6493909
150,77.2295582,28.65051
150,77.2303113,28.6504756
500,77.16154855,28.49562447
300,77.24861238,28.5400835
800,77.2518548,28.5399184
500,77.25204963,28.53972535
300,77.24894397,28.54027996
1000,77.2564223,28.5374979
250,77.2488511,28.5401398
500,77.24887993,28.54032355
150,77.2485628,28.5401027
400,77.2533122,28.5363941
600,77.24785432,28.54140536
500,77.2534878,28.5364501
300,77.24898689,28.5401377
400,77.2534614,28.5364925
250,77.24858187,28.54001105
500,0,0
300,77.2481801,28.5414227
500,77.2487302,28.5404268
600,77.2533324,28.53629071
550,77.25324858,28.53638025
250,0,0
350,77.2532497,28.5364506
1000,0,0
500,77.248798,28.540204
250,77.2534364,28.5363915
1200,77.2417726,28.5426944
150,77.248847,28.5399215
150,77.25338604,28.53622797
100,77.2431467,28.5408504
100,77.248454,28.5371718
100,77.25329351,28.53622856
600,77.2530626,28.53681321
500,77.2532976,28.5362306
650,77.2487359,28.5403982
100,77.2488222,28.5403609
400,77.24996019,28.54047929
300,77.24868078,28.54036184
100,77.2485055,28.5371328
450,77.2530302,28.5393728
300,77.2533385,28.5366561
1500,77.2417726,28.5426944
400,0,0
300,77.25298069,28.5359835
150,77.2484567,28.5371718
500,0,0
600,77.25327071,28.53634285
600,77.2529294,28.53692899
1200,77.1142232,28.7168739
1300,77.1232509,28.6501775
2000,77.123654,28.6502181
1450,77.1233229,28.650366
600,77.220848,28.671114
300,77.2253817,28.6764039
1200,77.2252021,28.6766555
400,77.222238,28.7027947
150,77.2203223,28.6976361
1200,77.2252161,28.6762903
300,77.2241691,28.6722125
150,77.2222477,28.7028124
150,77.2213398,28.7008282
100,77.2212499,28.6919529
300,77.2224176,28.6726275
300,77.2211471,28.6917878
450,77.2255613,28.6765107
150,77.2204415,28.6975181
1500,77.2252919,28.6767537
400,77.26811942,28.56171513
300,77.2683524,28.5620725
600,77.26825587,28.56150782
400,77.268392,28.56159321
750,77.2690337,28.562628
450,77.26926506,28.5624519
300,77.26820022,28.56128843
600,77.26839837,28.56136028
1600,77.2688013,28.562384
500,77.2684871,28.5614129
500,77.26784986,28.56181849
200,77.2685365,28.56132406
450,77.269169,28.562686
600,77.268562,28.560994
150,77.26831857,28.56217362
1400,77.26906691,28.56231173
2400,77.26893816,28.56253759
400,77.26817206,28.56203051
1800,77.2208907,28.6301966
1300,77.22035229,28.63004355
450,77.2198128,28.6329609
1350,77.2194984,28.6348572
600,77.2321919,28.62925605
400,77.2298312,28.6305968
1300,77.2226871,28.6317119
1600,77.2198577,28.6352499
200,77.2160401,28.6305402
1000,77.2165791,28.6323836
1000,77.2213398,28.6328378
600,77.220409,28.6356827
1100,77.2190044,28.6340485
1500,77.2226422,28.6332756
150,77.2221482,28.6343484
1800,77.22217988,28.63259937
550,77.2208008,28.6290232
1100,77.2172977,28.6324521
1100,77.22061079,28.62986493
500,77.2212499,28.6327396
500,77.21751753,28.63432028
700,77.21993454,28.63372555
1500,77.2228667,28.6332522
1200,77.2211601,28.6346126
1200,77.2202619,28.6314806
800,77.2208907,28.6344973
1400,77.2194535,28.6348977
500,77.22215876,28.63122333
400,77.22035263,28.63146522
1700,77.2228218,28.6320384
1800,77.217118,28.6339581
1400,77.2206488,28.6302469
700,77.2228959,28.6332312
600,77.22320214,28.62801416
600,77.2196331,28.6301662
2000,77.2210029,28.6336789
1200,77.22072076,28.63033313
600,77.223175,28.627897
550,77.2223278,28.6340072
1300,77.2226871,28.6335935
250,77.216129,28.6318938
1200,77.2161749,28.6324794
600,77.2218787,28.6350395
600,77.2196331,28.6305246
500,77.217,28.63136
650,77.2208907,28.6340493
1600,77.2163994,28.6320976
450,77.222736,28.6331936
1200,77.21645035,28.63123951
1500,77.21829101,28.63417726
2200,77.2167587,28.6319527
500,77.216411,28.6323132
500,77.22015667,28.63000833
400,77.2208276,28.6303042
1400,77.2190709,28.6355337
650,77.2204415,28.6307809
1000,77.2198128,28.630721
1200,77.21980177,28.63089815
900,77.2193637,28.6349788
1400,77.2205314,28.6312375
1700,77.22071037,28.63430998
2400,77.22263787,28.62845265
1000,77.2180107,28.6308607
1000,77.2228218,28.6322176
1100,77.2198128,28.6306314
5000,77.21826,28.620999
1100,77.2197679,28.6308511
1700,77.2171077,28.6308473
950,77.22053636,28.62981696
1350,77.2200822,28.6348681
600,77.2197229,28.630354
400,77.2181959,28.6335234
300,77.21608289,28.62612864
2800,77.22247191,28.6286716
700,77.22063158,28.63014067
500,77.222238,28.6311315
1600,77.221744,28.629606
1200,77.2204748,28.6300841
1200,77.2198128,28.6301834
1250,77.2208008,28.6339511
1500,77.2210703,28.6315577
1500,77.2207923,28.6303196
1400,77.2228667,28.6331626
450,77.2219685,28.6335249
1600,77.21964553,28.63104411
1600,77.2181061,28.6352172
1500,77.22086292,28.63384356
1800,77.221559,28.6336168
1500,77.2192738,28.6342534
1600,77.2199026,28.635299
200,77.23041,28.636975
500,77.22947,28.637044
200,77.2296803,28.6302952
1600,77.22285848,28.63302489
1800,77.22212523,28.63386651
2000,77.2201721,28.6300384
1600,77.22067215,28.62996616
800,77.2161897,28.6316714
1000,77.2205314,28.6299831
2000,77.2162198,28.6324389
1800,77.2208457,28.6309539
1200,77.2172977,28.6328105
2200,77.2214296,28.6323984
2000,77.22193044,28.63298369
800,77.2205314,28.6348214
1900,77.222238,28.6326547
1400,77.2227769,28.6330645
1000,77.2197229,28.6304436
1600,77.22090885,28.63424877
1800,77.2204415,28.6302434
1200,77.2198577,28.6352499
500,77.2163096,28.6323578
1300,77.2215438,28.6336429
700,77.2177019,28.6321771
1500,77.2191391,28.6355397
1500,77.2228913,28.6332275
2100,77.22054273,28.62997057
2200,77.2212499,28.6324708
1600,77.22129744,28.63447388
400,77.2182858,28.6336216
400,77.2183326,28.6333676
1500,77.2225074,28.6315156
550,77.1250143,28.7181477
1900,77.124976,28.7182809
1000,77.125077,28.7186064
300,77.1248938,28.7183684
800,77.3027142,28.65784
800,77.3023283,28.6571108
500,77.3022802,28.657631
950,77.3022817,28.6576462
600,77.3018958,28.6567112
2500,77.1104921,28.7208561
1000,77.1104047,28.7203475
2000,77.2974845,28.5902478
3000,77.2975743,28.590346
1000,77.1527715,28.6927868
500,77.1527796,28.6925129
1000,77.1526057,28.6926319
550,77.1518867,28.691936
400,77.1528346,28.6928645
600,77.2403806,28.6442398
400,77.2321629,28.6433222
450,77.2402908,28.6445896
400,77.2373386,28.6409469
400,77.2402908,28.6464711
150,77.2373206,28.6421251
400,77.2341388,28.6415395
200,77.2442871,28.6461798
500,77.2405333,28.6437229
150,77.2403616,28.6442887
500,77.2424889,28.62954592
200,77.2404704,28.6428148
600,77.240526,28.6437016
500,77.24076111,28.63814444
700,77.2360697,28.6411412
500,77.2402908,28.6435145
500,77.2404704,28.6428148
600,77.2404704,28.6482801
1100,77.240201,28.6461938
500,77.2436136,28.6450853
400,77.2436136,28.6451749
350,77.2398417,28.6437405
200,77.2436136,28.6450853
100,77.2420496,28.6448122
450,0,0
300,0,0
200,77.2404428,28.6482292
400,0,0
500,77.2414133,28.6444725
200,77.2357696,28.6413413
150,77.2357105,28.6410173
400,77.24033283,28.6439042
150,77.2444219,28.6452519
150,77.2400213,28.6411593
500,77.243883,28.6449318
100,77.2420857,28.6448275
300,77.2419072,28.644762
400,77.2402908,28.6451272
200,77.2358133,28.6413034
100,77.2400961,28.6477718
400,0,0
700,77.2402141,28.6440556
500,77.2400213,28.6480581
150,77.2038911,28.5419032
250,77.204111,28.5417882
1200,77.2304115,28.5730331
100,77.2298726,28.5732507
650,77.230142,28.5735453
200,77.2296031,28.573494
300,0,0
600,77.2385256,28.57750982
700,77.2388538,28.5780492
300,77.238315,28.5774602
900,77.2305911,28.5740362
600,77.2318151,28.5765207
700,77.23840289,28.57825443
700,77.233061,28.5661594
600,77.2384946,28.5780151
500,77.234004,28.5728373
300,77.230527,28.573371
400,77.2305911,28.5734984
400,77.2298726,28.5744159
350,77.238315,28.5773705
450,77.2239446,28.5701766
500,77.2305013,28.5731313
250,77.23718248,28.57345367
300,77.2298726,28.574147
150,77.2269086,28.5748508
600,77.238347,28.576813
1600,77.2302318,28.5735538
1600,77.2304115,28.5731228
450,77.23895844,28.57772917
550,77.2387472,28.578638
600,77.238764,28.5783096
600,77.2382701,28.5777696
600,77.2386742,28.5785699
300,77.23684,28.572495
300,77.2298726,28.5739678
500,77.2384048,28.5780065
500,77.2283618,28.5735915
1500,77.2302768,28.5727962
700,77.2304115,28.5731228
1200,77.2302318,28.5735538
350,77.2304115,28.5738398
600,77.2381221,28.5776478
300,77.2299624,28.574066
1000,77.2303217,28.5737416
400,77.2385416,28.5783289
300,77.2302318,28.5735538
600,77.2388538,28.5782285
800,77.2386742,28.5778529
1600,77.2304115,28.5729435
900,77.2304115,28.5731228
700,77.238764,28.5783992
500,77.2302318,28.5736434
700,77.2298726,28.5739678
1400,77.2338693,28.5666845
300,77.23133,28.573539
1500,77.2304115,28.5732124
1200,77.2305784,28.5731536
1800,77.2304115,28.5732124
2000,77.2304115,28.5732124
1000,77.2301869,28.5735944
900,77.234004,28.5667421
900,77.2303467,28.5729411
800,77.2303666,28.5732529
600,77.2304115,28.5731228
500,77.2305013,28.5732209
1500,77.230142,28.5735453
1800,77.2301869,28.5735944
200,77.2258308,28.5732244
200,77.2282559,28.5750687
300,77.2254202,28.5728608
150,77.2260104,28.5731519
150,77.2286152,28.5740273
400,77.2286152,28.5741169
500,77.2272935,28.5729113
600,77.2284355,28.5740102
1750,77.2300522,28.5734471
1000,77.2301869,28.5735944
400,77.2301021,28.5737979
1500,77.230142,28.5738142
1700,77.23797072,28.57481074
800,77.2290642,28.5745182
900,77.230456,28.5737426
200,77.2306809,28.5734173
1600,77.2302318,28.5735538
1650,77.2303666,28.5732529
600,77.2303217,28.5733831
900,77.228705,28.5742151
550,77.230142,28.5739038
200,77.13403689,28.59645787
200,77.12170769,28.59346375
300,77.13754522,28.56050598
600,77.13251498,28.59696187
100,77.2039877,28.6952736
400,77.208764,28.7012381
400,77.2076173,28.6984992
800,77.2041824,28.6956951
600,77.2043172,28.6949468
450,77.2063856,28.6984528
450,77.2041824,28.69471
300,77.2058893,28.6986347
700,77.2058299,28.6985993
200,77.2066978,28.7014883
300,77.1968157,28.6896167
450,77.2105606,28.7039175
350,77.2040261,28.6949494
100,77.204262,28.69692
850,77.2045418,28.6970729
100,77.2041824,28.6958742
300,77.2052412,28.6946441
150,77.2045418,28.7099688
900,77.2088089,28.7012872
600,77.2040656,28.6955226
350,77.2127619,28.6950637
300,77.2050359,28.6944781
600,77.2057546,28.7022489
1000,77.2042264,28.6953048
300,77.204991,28.6945186
2000,77.2043621,28.6958019
250,77.2041877,28.6961065
200,77.2075896,28.6984683
700,77.2051324,28.6989923
400,77.2049573,28.6989525
1100,77.2043172,28.6944094
600,77.2041824,28.6956951
450,77.2062475,28.6983664
100,77.20517535,28.69445928
450,77.2048468,28.6991883
700,77.2051338,28.6988729
900,77.2041413,28.694839
250,77.2044468,28.6963995
250,77.2042568,28.6951581
150,77.2044507,28.6968859
550,77.20421,28.6959218
1000,77.204109,28.694703
800,77.2042559,28.6951592
550,77.207686,28.6959407
250,77.2052605,28.6947235
650,77.2047986,28.6943941
400,77.2076069,28.69846
100,77.2049915,28.7004311
300,77.2112792,28.7045236
300,77.2050973,28.6979839
250,77.2039851,28.6943776
50,77.2052605,28.7014404
350,77.2132353,28.6960645
350,77.2027451,28.6949307
400,77.20346611,28.68074736
200,77.19461525,28.69248552
350,77.2045418,28.710327
600,77.2077758,28.6979196
700,77.2040764,28.6955728
